slug,term,grade,primary_ccss,all_ccss,strand,all_strands,merged,definition,example_1,example_2,key_rule,memory_hook,related_terms,content_status,source_cards
tangent-trigonometry-geometry,Tangent (Trigonometry),Geometry,HSG-SRT.C.8,HSG-SRT.C.8,Similarity & Right Triangles,Similarity & Right Triangles,NO,"In a right triangle, the ratio of the side opposite an angle to the side adjacent.",tan(theta) = opposite over adjacent (TOA).,"If the opposite side is 3 and the adjacent side is 4, tan(theta) = 3/4 = 0.75.","Tangent always compares the opposite side to the adjacent side, not the hypotenuse.",TOA — Tangent is Opposite over Adjacent.,sine-geometry; cosine-geometry; angle-of-elevation-geometry,DONE (OCR from card),geosr_tangent.png
angle-of-elevation-geometry,Angle of Elevation,Geometry,HSG-SRT.C.8,HSG-SRT.C.8,Similarity & Right Triangles,Similarity & Right Triangles,NO,The angle measured upward from a horizontal line to an object above.,The angle of elevation to the top of a building is measured from eye level looking up.,A kite string making a 35 degree angle above the horizontal has a 35 degree angle of elevation.,"Angle of elevation is always measured from the horizontal, looking up.",Look up from level ground to measure it.,sine-geometry; cosine-geometry; tangent-trigonometry-geometry,DONE (OCR from card),geosr_angleofelevation.png
parallelogram-geometry,Parallelogram,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A quadrilateral with both pairs of opposite sides parallel and congruent.,"In parallelogram ABCD, side AB is parallel and congruent to side DC.",Opposite angles in a parallelogram are also congruent.,"A parallelogram always has two pairs of parallel, congruent opposite sides.",Opposite sides parallel and equal.,rectangle-geometry; rhombus-geometry; trapezoid-geometry,DONE (OCR from card),geoqp_parallelogram.png
rectangle-geometry,Rectangle,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A parallelogram with four right angles and congruent diagonals.,A rectangle's diagonals are always equal in length.,"Every rectangle is a parallelogram, but not every parallelogram is a rectangle.",A rectangle is a parallelogram with four 90 degree angles.,A parallelogram with all right angles.,parallelogram-geometry; square-geometry; rhombus-geometry,DONE (OCR from card),geoqp_rectangle.png
rhombus-geometry,Rhombus,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A parallelogram with four congruent sides and perpendicular diagonals.,All four sides of a rhombus are equal in length.,A rhombus's diagonals always cross at a right angle.,A rhombus is a parallelogram with all four sides equal.,A parallelogram with all equal sides.,parallelogram-geometry; square-geometry; rectangle-geometry,DONE (OCR from card),geoqp_rhombus.png
square-geometry,Square,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A regular quadrilateral with four congruent sides and four right angles.,A square has four equal sides and four right angles — it is both a rectangle and a rhombus.,"Every square is a parallelogram, rectangle, and rhombus at once.",A square combines the properties of both a rectangle and a rhombus.,Equal sides plus right angles — both a rectangle and a rhombus.,rectangle-geometry; rhombus-geometry; regular-polygon-geometry,DONE (OCR from card),geoqp_square.png
trapezoid-geometry,Trapezoid,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A quadrilateral with exactly one pair of parallel sides.,The two parallel sides of a trapezoid are called its bases.,A trapezoid's non-parallel sides are called its legs.,"A trapezoid has exactly one pair of parallel sides, not two.",Only one pair of sides runs parallel.,parallelogram-geometry; kite-geometry; polygon-geometry,DONE (OCR from card),geoqp_trapezoid.png
kite-geometry,Kite,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A quadrilateral with two distinct pairs of consecutive congruent sides and perpendicular diagonals.,A kite has two pairs of adjacent (consecutive) congruent sides.,A kite's diagonals always intersect at a right angle.,"In a kite, the congruent sides are adjacent (next to each other), not opposite.","Adjacent sides match, like a kite's frame.",trapezoid-geometry; parallelogram-geometry; diagonal-geometry,DONE (OCR from card),geoqp_kite.png
polygon-geometry,Polygon,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A closed two-dimensional figure formed by three or more straight sides.,"A pentagon (5 sides), hexagon (6 sides), and octagon (8 sides) are all polygons.",A polygon must be a closed figure — every side must connect.,"A polygon is made only of straight line segments, with no gaps or curves.","Closed shape, straight sides.",regular-polygon-geometry; interior-angle-sum-geometry; diagonal-geometry,DONE (OCR from card),geoqp_polygon.png
regular-polygon-geometry,Regular Polygon,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A polygon with all sides congruent and all angles congruent.,A regular polygon is equilateral (all sides equal) and equiangular (all angles equal).,A square is a regular polygon; a rectangle that isn't a square is not.,A regular polygon must be both equilateral and equiangular.,"All sides equal, all angles equal.",polygon-geometry; square-geometry; interior-angle-sum-geometry,DONE (OCR from card),geoqp_regularpolygon.png
interior-angle-sum-geometry,Interior Angle Sum,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,"The total of a polygon's interior angles, equal to (n - 2) times 180 degrees.",A pentagon (5 sides): (5 - 2) x 180 = 540 degrees.,A hexagon (6 sides): (6 - 2) x 180 = 720 degrees.,"The interior angle sum depends only on the number of sides, n.","(n - 2) x 180 degrees — subtract 2, multiply by 180.",exterior-angle-sum-geometry; polygon-geometry; regular-polygon-geometry,DONE (OCR from card),geoqp_interioranglesum.png
exterior-angle-sum-geometry,Exterior Angle Sum,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,The exterior angles of any convex polygon total 360 degrees.,"One exterior angle per vertex, and they always sum to 360 degrees, no matter how many sides.","A regular hexagon's six exterior angles are each 60 degrees, summing to 360 degrees.","Exterior angle sum is always 360 degrees, regardless of the number of sides.",Always 360 degrees — no matter how many sides.,interior-angle-sum-geometry; polygon-geometry; regular-polygon-geometry,DONE (OCR from card),geoqp_exterioranglesum.png
diagonal-geometry,Diagonal,Geometry,HSG-CO.C.11,HSG-CO.C.11,Quadrilaterals & Polygons,Quadrilaterals & Polygons,NO,A segment that joins two non-adjacent vertices of a polygon.,"In quadrilateral ABCD, a diagonal connects A to C, skipping the adjacent vertices.","A rectangle has two diagonals, and they are always congruent.",A diagonal connects vertices that are not next to each other.,Skips a corner to connect across the shape.,kite-geometry; rectangle-geometry; polygon-geometry,DONE (OCR from card),geoqp_diagonal.png
translation-geometry,Translation,Geometry,HSG-CO.A.5,HSG-CO.A.5,Transformations,Transformations,NO,A transformation that slides every point of a figure the same distance in the same direction.,Sliding triangle ABC to triangle A'B'C' without turning or flipping it is a translation.,Moving a figure 3 units right and 2 units up is a translation.,"A translation keeps the figure's size, shape, and orientation the same.","Slide it — same size, same direction, no turning.",reflection-geometry; rotation-geometry; rigid-motion-geometry,DONE (OCR from card),geotf_translation.png
reflection-geometry,Reflection,Geometry,HSG-CO.A.5,HSG-CO.A.5,Transformations,Transformations,NO,"A transformation that flips a figure over a line, creating a mirror image.","Reflecting triangle ABC over a line produces triangle A'B'C', a mirror image.",Flipping a figure over the y-axis reverses its left-right orientation.,"A reflection always flips a figure over a line, reversing its orientation.",Flip it over the line — mirror image.,translation-geometry; rotation-geometry; line-of-symmetry-geometry,DONE (OCR from card),geotf_reflection.png
rotation-geometry,Rotation,Geometry,HSG-CO.A.5,HSG-CO.A.5,Transformations,Transformations,NO,A transformation that turns a figure about a fixed point by a given angle.,Turning a figure 90 degrees about center point C is a rotation.,A full rotation of 360 degrees returns a figure to its starting position.,"A rotation is defined by its center point, angle, and direction.",Turn it around a fixed point.,center-of-rotation-geometry; rotational-symmetry-geometry; translation-geometry,DONE (OCR from card),geotf_rotation.png
dilation-geometry,Dilation,Geometry,HSG-SRT.A.1,HSG-SRT.A.1,Transformations,Transformations,NO,A transformation that resizes a figure by a scale factor from a fixed center point.,A dilation with scale factor k = 2 doubles the size of the figure.,A dilation with scale factor 1/2 shrinks the figure to half its size.,A dilation changes a figure's size but keeps it similar to the original.,"Resize from a center point — shape stays the same, size changes.",scale-factor-geometry; similar-figures-geometry; center-of-rotation-geometry,DONE (OCR from card),geotf_dilation.png
rigid-motion-geometry,Rigid Motion,Geometry,HSG-CO.A.2,HSG-CO.A.2,Transformations,Transformations,NO,"A transformation (slide, flip, or turn) that preserves size and shape, producing a congruent image.","Translations, reflections, and rotations are all rigid motions.",A rigid motion never changes a figure's distances or angles.,"Rigid motions always preserve distance and angle, so the image is congruent to the original.","Slide, flip, or turn — size and shape never change.",translation-geometry; reflection-geometry; rotation-geometry,DONE (OCR from card),geotf_rigidmotion.png
pre-image-and-image-geometry,Pre-Image and Image,Geometry,HSG-CO.A.2,HSG-CO.A.2,Transformations,Transformations,NO,"The pre-image is the original figure, the image is its position after a transformation.","The pre-image is labeled ABC; the image after transformation is labeled A'B'C', with primes.","If the pre-image is a triangle at (0,0), (2,0), (0,3), the image after a translation shifts every point the same way.",The image is always labeled with prime marks to distinguish it from the pre-image.,"Original is the pre-image; after the move, it's the image — with primes.",translation-geometry; reflection-geometry; rotation-geometry,DONE (OCR from card),geotf_preimageandimage.png
line-of-symmetry-geometry,Line of Symmetry,Geometry,HSG-CO.A.3,HSG-CO.A.3,Transformations,Transformations,NO,A line that divides a figure into two halves that are mirror images.,Folding a figure along its line of symmetry makes the two halves match exactly.,A square has four lines of symmetry.,A figure's two halves must match exactly when folded along the line of symmetry.,Fold along it — the halves match perfectly.,reflection-geometry; rotational-symmetry-geometry,DONE (OCR from card),geotf_lineofsymmetry.png
rotational-symmetry-geometry,Rotational Symmetry,Geometry,HSG-CO.A.3,HSG-CO.A.3,Transformations,Transformations,NO,A figure has it when a rotation of less than a full turn maps the figure onto itself.,A regular pentagon has rotational symmetry — a 72 degree turn maps it onto itself.,"A square has rotational symmetry at 90, 180, and 270 degrees.",The rotation must be less than 360 degrees and still map the figure onto itself.,"Turns before a full circle, but still looks the same.",line-of-symmetry-geometry; rotation-geometry; center-of-rotation-geometry,DONE (OCR from card),geotf_rotationalsymmetry.png
composition-of-transformations-geometry,Composition of Transformations,Geometry,HSG-CO.A.5,HSG-CO.A.5,Transformations,Transformations,NO,"Performing two or more transformations in order, one after the other.","Reflecting a figure, then translating the result, is a composition of transformations.",A -> A' -> A'' shows two transformations applied in sequence.,The order of transformations in a composition matters — doing them in a different order can give a different result.,"One transformation, then another, in order.",translation-geometry; reflection-geometry; rotation-geometry,DONE (OCR from card),geotf_composition.png
center-of-rotation-geometry,Center of Rotation,Geometry,HSG-CO.A.5,HSG-CO.A.5,Transformations,Transformations,NO,The fixed point about which a figure is rotated.,A figure turning around a fixed point C uses C as its center of rotation.,Every point of a rotated figure stays the same distance from the center of rotation.,The center of rotation is the one point that does not move during a rotation.,The fixed pivot point a figure turns around.,rotation-geometry; rotational-symmetry-geometry; dilation-geometry,DONE (OCR from card),geotf_centerofrotation.png
radius-geometry,Radius,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,A segment connecting the center of a circle to a point on the circle.,Every radius of the same circle has the same length.,A circle with radius 5 has every point exactly 5 units from the center.,A radius is always half the length of the diameter.,Center to edge.,diameter-geometry; chord-geometry; central-angle-geometry,DONE (OCR from card),geocr_radius.png
diameter-geometry,Diameter,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,"A segment through the center of a circle with both endpoints on the circle, equal to twice the radius.","d = 2r, so a circle with radius 4 has a diameter of 8.",A diameter is the longest chord that can be drawn in a circle.,A diameter always passes through the center.,Straight through the center — twice the radius.,radius-geometry; chord-geometry,DONE (OCR from card),geocr_diameter.png
chord-geometry,Chord,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,A segment with both endpoints on a circle; the diameter is the longest chord.,Any segment connecting two points on the circle's edge is a chord.,A diameter is a special chord that passes through the center.,"Every diameter is a chord, but not every chord is a diameter.",Endpoints on the circle — the diameter is just the longest one.,diameter-geometry; radius-geometry; secant-geometry,DONE (OCR from card),geocr_chord.png
secant-geometry,Secant,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,A line that intersects a circle at exactly two points.,"A secant line crosses through the circle, entering and exiting at two points.",Extending a chord into a full line makes it a secant.,"A secant crosses the circle, unlike a tangent, which only touches it once.",Cuts through — touches the circle twice.,tangent-circle-geometry; chord-geometry; arc-geometry,DONE (OCR from card),geocr_secant.png
tangent-circle-geometry,Tangent (Circle),Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,"A line that touches a circle at exactly one point, perpendicular to the radius at that point.",A tangent line touches the circle at one point and never crosses into it.,The radius drawn to the point of tangency is always perpendicular to the tangent line.,A tangent line always meets the radius at a 90 degree angle at the point of contact.,"Touches once, perpendicular to the radius there.",secant-geometry; radius-geometry; chord-geometry,DONE (OCR from card),geocr_tangent.png
central-angle-geometry,Central Angle,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,An angle whose vertex is the center of the circle; it equals its intercepted arc.,A central angle of 80 degrees corresponds to an 80 degree arc.,A central angle of 45 degrees cuts off a 45 degree arc.,A central angle's measure always equals the measure of its intercepted arc.,Vertex at the center — angle equals its arc.,inscribed-angle-geometry; arc-geometry; sector-geometry,DONE (OCR from card),geocr_centralangle.png
inscribed-angle-geometry,Inscribed Angle,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,An angle with its vertex on the circle; it measures half its intercepted arc.,An inscribed angle of 40 degrees corresponds to an intercepted arc of 80 degrees.,"If the intercepted arc is 100 degrees, the inscribed angle measures 50 degrees.",An inscribed angle is always half the measure of its intercepted arc.,Vertex on the circle — angle is half its arc.,central-angle-geometry; arc-geometry,DONE (OCR from card),geocr_inscribedangle.png
arc-geometry,Arc,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,A connected portion of the circumference of a circle.,Arc AB is the part of the circle's edge between points A and B.,A semicircle is an arc that measures exactly 180 degrees.,"An arc is always measured in degrees, matching its central angle.",A slice of the circle's outside edge.,minor-and-major-arc-geometry; arc-length-geometry; central-angle-geometry,DONE (OCR from card),geocr_arc.png
minor-and-major-arc-geometry,Minor and Major Arc,Geometry,HSG-C.A.2,HSG-C.A.2,Circles,Circles,NO,"The minor arc is the shorter arc (under 180 degrees), the major arc the longer (over 180 degrees).","A minor arc measures less than 180 degrees, such as 80 degrees.","A major arc measures more than 180 degrees, such as 280 degrees.","Together, a minor and major arc from the same two points always add up to 360 degrees.","Minor is the short way around, major is the long way.",arc-geometry; arc-length-geometry; central-angle-geometry,DONE (OCR from card),geocr_minorandmajorarc.png
arc-length-geometry,Arc Length,Geometry,HSG-C.B.5,HSG-C.B.5,Circles,Circles,NO,"The distance along an arc, equal to (central angle / 360) times the circumference.","A 90 degree arc on a circle covers 90/360, or 1/4, of the circumference.",A 180 degree arc covers half the circumference.,Arc length is the fraction of the circumference cut off by the central angle.,Fraction of the angle times the whole circumference.,arc-geometry; minor-and-major-arc-geometry; sector-geometry,DONE (OCR from card),geocr_arclength.png
sector-geometry,Sector,Geometry,HSG-C.B.5,HSG-C.B.5,Circles,Circles,NO,A region of a circle bounded by two radii and their intercepted arc.,"A sector looks like a pie slice, bounded by two radii and the arc between them.",A quarter-circle sector has a central angle of 90 degrees.,A sector is bounded by two radii and the arc they cut off — a 'pie slice' of the circle.,A pie-slice piece of the circle.,arc-geometry; central-angle-geometry; radius-geometry,DONE (OCR from card),geocr_sector.png
equation-of-a-circle-geometry,Equation of a Circle,Geometry,HSG-GPE.A.1,HSG-GPE.A.1,Circles,Circles,NO,"(x - h) squared + (y - k) squared = r squared, with center (h, k) and radius r.","A circle centered at (2, 3) with radius 5 has the equation (x - 2) squared + (y - 3) squared = 25.",A circle centered at the origin with radius 4 has the equation x squared + y squared = 16.,"The center's coordinates are subtracted from x and y, and the right side is the radius squared.","(x - h) squared + (y - k) squared = r squared — center (h, k), radius r.",radius-geometry; distance-formula-geometry; midpoint-formula-geometry,DONE (OCR from card),geocr_circleequation.png
distance-formula-geometry,Distance Formula,Geometry,HSG-GPE.B.7,HSG-GPE.B.7,Coordinate Geometry,Coordinate Geometry,NO,"d = square root of (x2 - x1) squared plus (y2 - y1) squared, the distance between two points.","From (0,0) to (3,4): d = square root of (9 + 16) = square root of 25 = 5.","From (1,1) to (4,5): d = square root of (9 + 16) = square root of 25 = 5.",The distance formula comes directly from the Pythagorean theorem.,"It's the Pythagorean theorem, applied to two coordinate points.",midpoint-formula-geometry; pythagorean-theorem-geometry; slope-geometry,DONE (OCR from card),geocg_distanceformula.png
midpoint-formula-geometry,Midpoint Formula,Geometry,HSG-GPE.B.6,HSG-GPE.B.6,Coordinate Geometry,Coordinate Geometry,NO,"The midpoint of a segment is ((x1+x2)/2, (y1+y2)/2).","The midpoint of (2,4) and (6,8) is (4, 6).","The midpoint of (0,0) and (8,10) is (4, 5).",The midpoint formula averages the x-coordinates and the y-coordinates separately.,"Average the x's, average the y's.",distance-formula-geometry; midpoint-geometry; partition-a-segment-geometry,DONE (OCR from card),geocg_midpointformula.png
slope-geometry,Slope,Geometry,HSG-GPE.B.5,HSG-GPE.B.5,Coordinate Geometry,Coordinate Geometry,NO,"The steepness of a line, m = (y2 - y1) / (x2 - x1), or rise over run.",A rise of 4 over a run of 2 gives a slope of m = 2.,"A line through (0,0) and (3,6) has slope (6-0)/(3-0) = 2.",Slope measures a line's steepness as the change in y over the change in x.,Rise over run.,parallel-slopes-geometry; perpendicular-slopes-geometry; distance-formula-geometry,DONE (OCR from card),geocg_slopecoordinate.png
parallel-slopes-geometry,Parallel Slopes,Geometry,HSG-GPE.B.5,HSG-GPE.B.5,Coordinate Geometry,Coordinate Geometry,NO,Parallel lines have the same slope and never intersect.,"Two non-vertical lines are parallel if and only if they have equal slopes, m1 = m2.",A line with slope 3 is parallel to any other line with slope 3.,Equal slopes always mean two non-vertical lines are parallel.,"Same slope, lines that never meet.",perpendicular-slopes-geometry; slope-geometry; parallel-lines-geometry,DONE (OCR from card),geocg_parallelslopes.png
perpendicular-slopes-geometry,Perpendicular Slopes,Geometry,HSG-GPE.B.5,HSG-GPE.B.5,Coordinate Geometry,Coordinate Geometry,NO,Perpendicular lines have slopes that are negative reciprocals of each other.,"Slopes of 2 and -1/2 are negative reciprocals, so the lines are perpendicular.","Slopes of 3 and -1/3 are negative reciprocals, so the lines are perpendicular.",Two slopes multiply to -1 exactly when the lines are perpendicular.,Flip and negate the slope to find the perpendicular one.,parallel-slopes-geometry; slope-geometry; perpendicular-lines-geometry,DONE (OCR from card),geocg_perpendicularslopes.png
partition-a-segment-geometry,Partition a Segment,Geometry,HSG-GPE.B.6,HSG-GPE.B.6,Coordinate Geometry,Coordinate Geometry,NO,To find a point that divides a segment into a given ratio of lengths.,"To partition segment AB in a 2:1 ratio, move 2/3 of the run and rise from point A.",Partitioning a segment in a 1:1 ratio gives the midpoint.,"Move the given fraction of the total run and rise, starting from the first point.","Move a fraction of the way along, based on the ratio.",midpoint-formula-geometry; distance-formula-geometry,DONE (OCR from card),geocg_partitionasegment.png
area-geometry,Area,Geometry,HSG-GMD.A.1,HSG-GMD.A.1,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"The amount of space inside a two-dimensional figure, measured in square units.",A rectangle 5 by 3 has an area of 5 x 3 = 15 square units.,A square with side 6 has an area of 36 square units.,Area is always measured in square units because it covers two dimensions.,The surface a 2D figure covers.,perimeter-geometry; surface-area-geometry,DONE (OCR from card),geomv_area.png
perimeter-geometry,Perimeter,Geometry,HSG-GMD.A.1,HSG-GMD.A.1,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,The total distance around the outside of a two-dimensional figure.,"A rectangle with sides 8, 5, 8, 5 has a perimeter of 8+5+8+5 = 26 units.",A square with side 6 has a perimeter of 24 units.,Perimeter is found by adding all the side lengths.,Walk the outside edge and add it up.,area-geometry; surface-area-geometry,DONE (OCR from card),geomv_perimeter.png
surface-area-geometry,Surface Area,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,The total area of all the surfaces (faces) of a three-dimensional figure.,"Surface area is the sum of the areas of all the outer faces of a solid, in square units.","A cube with side 4 has 6 faces of 16 square units each, for a surface area of 96 square units.",Add the areas of every outer face to find surface area.,Add up the area of every face.,lateral-area-geometry; area-geometry; volume-of-a-prism-geometry,DONE (OCR from card),geomv_surfacearea.png
volume-of-a-prism-geometry,Volume of a Prism,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"The space inside a prism, equal to the base area times the height, in cubic units.",A box 4 by 3 by 2: V = base area x height = 12 x 2 = 24 cubic units.,A triangular prism with base area 10 and height 6 has volume 60 cubic units.,The volume of a prism equals the area of its base times its height.,Base area times height.,volume-of-a-cylinder-geometry; surface-area-geometry; composite-solid-geometry,DONE (OCR from card),geomv_volumeprism.png
volume-of-a-cylinder-geometry,Volume of a Cylinder,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"V = pi r squared h, the circular base area times the height.",pi(3 squared)(5) = 45 pi cubic units.,A cylinder with radius 2 and height 10 has volume pi(2 squared)(10) = 40 pi cubic units.,The volume of a cylinder equals the area of its circular base times its height.,Circle base area times height.,volume-of-a-prism-geometry; volume-of-a-cone-geometry,DONE (OCR from card),geomv_volumecylinder.png
volume-of-a-cone-geometry,Volume of a Cone,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"V = one third pi r squared h, one third the cylinder of the same base and height.",A cone with the same base and height as a cylinder has exactly one third its volume.,A cone with radius 3 and height 6 has volume one third pi(3 squared)(6) = 18 pi cubic units.,A cone's volume is always one third of a cylinder with the same base and height.,One third of a matching cylinder.,volume-of-a-cylinder-geometry; volume-of-a-pyramid-geometry,DONE (OCR from card),geomv_volumecone.png
volume-of-a-pyramid-geometry,Volume of a Pyramid,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"V = one third B h, one third the base area times the height.",A pyramid with base area 12 and height 9 has volume one third (12)(9) = 36 cubic units.,A pyramid with the same base and height as a prism has exactly one third its volume.,A pyramid's volume is always one third of a prism with the same base and height.,One third of a matching prism.,volume-of-a-prism-geometry; volume-of-a-cone-geometry,DONE (OCR from card),geomv_volumepyramid.png
volume-of-a-sphere-geometry,Volume of a Sphere,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"V = four thirds pi r cubed, depending only on the radius.",Four thirds pi (3 cubed) = 36 pi cubic units.,A sphere with radius 6 has volume four thirds pi(6 cubed) = 288 pi cubic units.,"A sphere's volume depends only on its radius, cubed.",Four-thirds pi r cubed.,volume-of-a-cylinder-geometry; surface-area-geometry,DONE (OCR from card),geomv_volumesphere.png
cross-section-geometry,Cross-Section,Geometry,HSG-GMD.B.4,HSG-GMD.B.4,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,The two-dimensional shape formed when a plane cuts through a three-dimensional figure.,A horizontal slice through a cylinder produces a circle as its cross-section.,A vertical slice through a rectangular prism produces a rectangle.,The shape of a cross-section depends on the angle and direction of the slice.,The flat shape revealed by a slice.,volume-of-a-cylinder-geometry; composite-solid-geometry,DONE (OCR from card),geomv_crosssection.png
lateral-area-geometry,Lateral Area,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,"The total area of the side surfaces of a solid, excluding its bases.","Lateral area includes only the side surface, not the top or bottom base.","A cylinder's lateral area is the curved side, not the two circular ends.",Lateral area excludes the base(s); surface area includes them.,Just the sides — no bases counted.,surface-area-geometry; volume-of-a-cylinder-geometry,DONE (OCR from card),geomv_lateralarea.png
composite-solid-geometry,Composite Solid,Geometry,HSG-GMD.A.3,HSG-GMD.A.3,"Area, Surface Area & Volume","Area, Surface Area & Volume",NO,A three-dimensional figure made of two or more simple solids combined.,"A solid made of a cylinder and a cone: V = V(cylinder) + V(cone), adding the volumes of the parts.",A figure made of a rectangular prism topped with a pyramid finds its volume by adding both parts.,Find a composite solid's volume by adding the volumes of its simple parts.,"Break it into simple solids, then add up the volumes.",volume-of-a-prism-geometry; cross-section-geometry,DONE (OCR from card),geomv_compositesolid.png
incenter-geometry,Incenter,Geometry,HSG-CO.C.10,HSG-CO.C.10,Triangles & Congruence,Triangles & Congruence,NO,"The point where a triangle's three angle bisectors meet, equidistant from the sides.",The incenter I is equidistant from all three sides of triangle ABC — the radius of the inscribed circle.,"The incenter is always inside the triangle, unlike the circumcenter, which can fall outside.","The incenter is the center of the triangle's inscribed circle (incircle), tangent to all three sides.",Where the angle bisectors meet — center of the circle inside the triangle.,centroid-geometry; circumcenter-geometry; angle-bisector-geometry,DONE (OCR from card),incenter.png
