slug,term,grade,primary_ccss,all_ccss,strand,all_strands,merged,definition,example_1,example_2,key_rule,memory_hook,related_terms,content_status,source_cards
polynomial-algebra,Polynomial,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,A polynomial is an expression of one or more terms with whole-number exponents on the variables.,x^2 + 3x - 5 is a polynomial.,4x^3 - x is a polynomial.,Exponents must be whole numbers for a polynomial.,"Poly = many terms, whole-number powers.",base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_polynomial.png
power-of-a-power-algebra,Power of a Power,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,"Power of a power: raising a power to another exponent multiplies the exponents, (x^a)^b = x^(ab).",(x^3)^4 = x^12.,(2^2)^3 = 2^6.,Keep the base and multiply the two exponents.,Power to a power - multiply the exponents.,base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_powerofapower.png
product-rule-algebra,Product Rule,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,"The product rule states that when multiplying powers with the same base, add the exponents.",x^3 * x^4 = x^7.,2^2 * 2^5 = 2^7.,Same base multiplied - add the exponents.,Product = add the exponents.,base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_productrule.png
quotient-rule-algebra,Quotient Rule,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,"The quotient rule states that when dividing powers with the same base, subtract the exponents.",x^5 / x^2 = x^3.,2^6 / 2^2 = 2^4.,Same base divided - subtract the exponents.,Quotient = subtract the exponents.,base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_quotientrule.png
scientific-notation-algebra,Scientific Notation,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,"Scientific notation writes a number as a x 10^n, where 1 <= a < 10 and n is an integer.","4,500 = 4.5 x 10^3.",0.006 = 6 x 10^-3.,"Move the decimal so one nonzero digit sits in front, then count places.","Scientific notation: one digit, a decimal, and a power of ten.",base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_scientificnotation.png
trinomial-algebra,Trinomial,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,A trinomial is a polynomial consisting of exactly three terms.,x^2 + 5x + 6 is a trinomial.,2x^2 - 3x + 1 is a trinomial.,A trinomial has exactly three terms.,Tri = three; a trinomial has three terms.,base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_trinomial.png
zero-exponent-algebra,Zero Exponent,Algebra,,,Polynomials & Exponents,Polynomials & Exponents,NO,The zero exponent rule states that any nonzero number raised to the power of 0 equals 1.,5^0 = 1.,x^0 = 1 for any nonzero x.,Anything nonzero to the zero power is 1.,Zero exponent - the answer is always 1.,base-algebra;binomial-algebra;degree-algebra;exponent-algebra,DONE (OCR from card),a1pe_zeroexponent.png
difference-of-squares-algebra,Difference of Squares,Algebra,,,Factoring,Factoring,NO,A difference of squares is a binomial a^2 - b^2 that factors as (a + b)(a - b).,x^2 - 16 = (x + 4)(x - 4).,x^2 - 25 = (x + 5)(x - 5).,Factor a^2 - b^2 into conjugate binomials.,Difference of squares splits into plus and minus twins.,factor-algebra;factoring-trinomials-algebra;greatest-common-factor-algebra;perfect-square-trinomial-algebra,DONE (OCR from card),a1ft_differenceofsquares.png
factor-algebra,Factor,Algebra,,,Factoring,Factoring,NO,To factor is to rewrite an expression as a product of its factors.,6x + 9 = 3(2x + 3).,x^2 + 5x = x(x + 5).,Pull out common factors to write the expression as a product.,Factor = break it into a product.,difference-of-squares-algebra;factoring-trinomials-algebra;greatest-common-factor-algebra;perfect-square-trinomial-algebra,DONE (OCR from card),a1ft_factor.png
factoring-trinomials-algebra,Factoring Trinomials,Algebra,,,Factoring,Factoring,NO,Factoring trinomials is rewriting a trinomial as a product of two binomials.,x^2 + 5x + 6 = (x + 2)(x + 3).,x^2 - x - 6 = (x - 3)(x + 2).,Find two numbers that multiply to the last term and add to the middle.,Find the pair that multiplies and adds just right.,difference-of-squares-algebra;factor-algebra;greatest-common-factor-algebra;perfect-square-trinomial-algebra,DONE (OCR from card),a1ft_factoringtrinomials.png
greatest-common-factor-algebra,Greatest Common Factor,Algebra,,,Factoring,Factoring,NO,The greatest common factor is the largest factor shared by all terms of an expression.,The GCF of 12x and 18 is 6.,The GCF of 4x^2 and 6x is 2x.,Factor out the GCF before any other factoring.,GCF = the biggest piece every term shares.,difference-of-squares-algebra;factor-algebra;factoring-trinomials-algebra;perfect-square-trinomial-algebra,DONE (OCR from card),a1ft_greatestcommonfactor.png
perfect-square-trinomial-algebra,Perfect Square Trinomial,Algebra,,,Factoring,Factoring,NO,"A perfect square trinomial is a trinomial that factors as a binomial squared, (a + b)^2.",x^2 + 6x + 9 = (x + 3)^2.,x^2 - 10x + 25 = (x - 5)^2.,The first and last terms are perfect squares; the middle is twice their roots.,Perfect square trinomial = a binomial squared.,difference-of-squares-algebra;factor-algebra;factoring-trinomials-algebra;greatest-common-factor-algebra,DONE (OCR from card),a1ft_perfectsquaretrinomial.png
prime-not-factorable-algebra,Prime (Not Factorable),Algebra,,,Factoring,Factoring,NO,A prime polynomial cannot be factored into lower-degree polynomials using integer coefficients.,x^2 + 1 is prime over the integers.,x^2 + x + 5 does not factor with integers.,"If no integer pair works, the polynomial is prime.",Prime = will not factor with whole numbers.,difference-of-squares-algebra;factor-algebra;factoring-trinomials-algebra;greatest-common-factor-algebra,DONE (OCR from card),a1ft_prime.png
zero-product-property-algebra,Zero Product Property,Algebra,,,Factoring,Factoring,NO,"The zero product property states that if a * b = 0, then a = 0 or b = 0; used to solve factored equations.",(x - 2)(x + 5) = 0 gives x = 2 or x = -5.,x(x - 4) = 0 gives x = 0 or x = 4.,Set each factor equal to zero and solve.,"If a product is zero, one of the factors must be zero.",difference-of-squares-algebra;factor-algebra;factoring-trinomials-algebra;greatest-common-factor-algebra,DONE (OCR from card),a1ft_zeroproductproperty.png
axis-of-symmetry-algebra,Axis of Symmetry,Algebra,,,Quadratic Functions,Quadratic Functions,NO,The axis of symmetry is the vertical line x = -b/(2a) that divides a parabola into two mirror images.,"For y = x^2 - 2x - 3, the axis is x = 1.","For y = x^2 + 4x, the axis is x = -2.",Use x = -b/(2a) to find the line of symmetry.,Axis of symmetry: x = -b over 2a.,completing-the-square-algebra;discriminant-algebra;parabola-algebra;quadratic-formula-algebra,DONE (OCR from card),a1qf_axisofsymmetry.png
completing-the-square-algebra,Completing the Square,Algebra,,,Quadratic Functions,Quadratic Functions,NO,Completing the square is a method that rewrites a quadratic as a perfect square plus a constant.,x^2 + 6x = (x + 3)^2 - 9.,x^2 - 4x + 1 = (x - 2)^2 - 3.,Add and subtract (b/2)^2 to form a perfect square.,Complete the square - add (b/2)^2 to build the square.,axis-of-symmetry-algebra;discriminant-algebra;parabola-algebra;quadratic-formula-algebra,DONE (OCR from card),a1qf_completingthesquare.png
discriminant-algebra,Discriminant,Algebra,,,Quadratic Functions,Quadratic Functions,NO,The discriminant is the value b^2 - 4ac that tells the number and type of solutions to a quadratic.,"If b^2 - 4ac > 0, there are two real solutions.","If b^2 - 4ac < 0, there are no real solutions.",The sign of the discriminant reveals the solution count.,Discriminant = b^2 - 4ac decides how many roots.,axis-of-symmetry-algebra;completing-the-square-algebra;parabola-algebra;quadratic-formula-algebra,DONE (OCR from card),a1qf_discriminant.png
parabola-algebra,Parabola,Algebra,,,Quadratic Functions,Quadratic Functions,NO,A parabola is the U-shaped graph of a quadratic function.,y = x^2 graphs as a parabola opening up.,y = -x^2 opens downward.,A parabola opens up when a > 0 and down when a < 0.,Parabola = the U-shaped quadratic curve.,axis-of-symmetry-algebra;completing-the-square-algebra;discriminant-algebra;quadratic-formula-algebra,DONE (OCR from card),a1qf_parabola.png
quadratic-formula-algebra,Quadratic Formula,Algebra,,,Quadratic Functions,Quadratic Functions,NO,The quadratic formula x = (-b +/- sqrt(b^2 - 4ac)) / (2a) solves any quadratic equation ax^2 + bx + c = 0.,"For x^2 - 5x + 6 = 0, x = 2 or x = 3.",It works even when a quadratic will not factor.,"Substitute a, b, and c into the formula to find the roots.","Quadratic formula solves them all: -b, plus or minus the root, over 2a.",axis-of-symmetry-algebra;completing-the-square-algebra;discriminant-algebra;parabola-algebra,DONE (OCR from card),a1qf_quadraticformula.png
quadratic-function-algebra,Quadratic Function,Algebra,,,Quadratic Functions,Quadratic Functions,NO,A quadratic function is a function of the form y = ax^2 + bx + c whose graph is a parabola.,y = x^2 - 2x - 3 is a quadratic function.,y = 2x^2 + 1 is a quadratic function.,The x^2 term makes the graph a parabola.,"Quadratic = has an x-squared, graphs as a parabola.",axis-of-symmetry-algebra;completing-the-square-algebra;discriminant-algebra;parabola-algebra,DONE (OCR from card),a1qf_quadraticfunction.png
vertex-algebra,Vertex,Algebra,,,Quadratic Functions,Quadratic Functions,NO,"The vertex is the highest or lowest point of a parabola, where it changes direction.","y = x^2 has vertex (0, 0).","y = (x - 2)^2 + 1 has vertex (2, 1).",The vertex is the maximum or minimum point of the parabola.,"Vertex = the turning point, top or bottom.",axis-of-symmetry-algebra;completing-the-square-algebra;discriminant-algebra;parabola-algebra,DONE (OCR from card),a1qf_vertex.png
vertex-form-algebra,Vertex Form,Algebra,,,Quadratic Functions,Quadratic Functions,NO,"Vertex form is the quadratic y = a(x - h)^2 + k, which reveals the vertex (h, k).","y = (x - 2)^2 + 1 has vertex (2, 1).","y = -(x + 3)^2 - 4 has vertex (-3, -4).","Read the vertex (h, k) straight from the equation.","Vertex form hands you the vertex (h, k).",axis-of-symmetry-algebra;completing-the-square-algebra;discriminant-algebra;parabola-algebra,DONE (OCR from card),a1qf_vertexform.png
zeros-roots-algebra,Zeros (Roots),Algebra,,,Quadratic Functions,Quadratic Functions,NO,"Zeros, or roots, are the x-values where a function equals zero, shown as x-intercepts on a graph.",y = x^2 - 9 has zeros at x = 3 and x = -3.,The zeros are where the graph crosses the x-axis.,Set the function equal to zero and solve for x.,Zeros = where the graph hits the x-axis.,axis-of-symmetry-algebra;completing-the-square-algebra;discriminant-algebra;parabola-algebra,DONE (OCR from card),a1qf_zerosofafunction.png
correlation-algebra,Correlation,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"Correlation is a measure of how two variables are related, described as positive, negative, or no correlation.","As study time rises and grades rise, correlation is positive.","As price rises and demand falls, correlation is negative.","Data can show positive, negative, or no correlation.",Correlation = how two variables move together.,correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra;exponential-growth-algebra,DONE (OCR from card),a1ed_correlation.png
correlation-vs-causation-algebra,Correlation vs Causation,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"Correlation means two variables are related; causation means one causes the other, and correlation alone does not prove causation.",Ice cream sales and drownings both rise in summer but neither causes the other.,A related pattern does not prove a cause.,A correlation does not prove one thing causes another.,Related is not the same as responsible.,correlation-algebra;exponential-decay-algebra;exponential-function-algebra;exponential-growth-algebra,DONE (OCR from card),a1ed_correlationvscausation.png
exponential-decay-algebra,Exponential Decay,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"Exponential decay is repeated multiplication by a factor between 0 and 1, producing a falling curve.",y = 100(0.85)^x decays 15% each step.,A car losing value each year shows exponential decay.,A base between 0 and 1 makes the curve fall.,Decay = shrinking by a factor under 1.,correlation-algebra;correlation-vs-causation-algebra;exponential-function-algebra;exponential-growth-algebra,DONE (OCR from card),a1ed_exponentialdecay.png
exponential-function-algebra,Exponential Function,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"An exponential function is a function of the form y = a * b^x, where the variable is in the exponent.",y = 2 * 3^x is an exponential function.,y = 100(0.5)^x is an exponential function.,"The variable sits in the exponent, not the base.",Exponential = the variable rides in the exponent.,correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-growth-algebra,DONE (OCR from card),a1ed_exponentialfunction.png
exponential-growth-algebra,Exponential Growth,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"Exponential growth is repeated multiplication by a factor greater than 1, producing a rising curve.",y = 50(1.2)^x grows 20% each step.,A population doubling each year shows exponential growth.,A base greater than 1 makes the curve rise.,Growth = multiplying by a factor above 1.,correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra,DONE (OCR from card),a1ed_exponentialgrowth.png
growth-factor-algebra,Growth Factor,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,The growth factor is the constant multiplier b in an exponential function; a 5% increase has growth factor 1.05.,A 5% increase has growth factor 1 + 0.05 = 1.05.,A 10% increase has growth factor 1.10.,Add the rate to 1 to find the growth factor.,Growth factor = 1 plus the rate.,correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra,DONE (OCR from card),a1ed_growthfactor.png
linear-vs-exponential-algebra,Linear vs Exponential,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"Linear growth adds a constant amount while exponential growth multiplies, and exponential eventually exceeds linear.",Linear y = 0.6x versus exponential y = 0.5(1.5)^x.,Over time the exponential curve passes the line.,Adding stays steady; multiplying eventually takes over.,"Linear adds, exponential multiplies - and wins in the end.",correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra,DONE (OCR from card),a1ed_linearvsexponential.png
line-of-best-fit-algebra,Line of Best Fit,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,A line of best fit is a straight line drawn through scatter plot data to model its overall trend.,A best-fit line through study data predicts grades.,Draw the line so points are balanced above and below.,"The line of best fit models the trend, not every point.",Best-fit line = the trend line through the cloud.,correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra,DONE (OCR from card),a1ed_lineofbestfit.png
scatter-plot-algebra,Scatter Plot,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,"A scatter plot is a graph of paired numerical data, with each point showing an (x, y) value.",Plot height versus shoe size as points.,"Each dot is one (x, y) data pair.",Plot each pair as a point to reveal a pattern.,Scatter plot = one dot per data pair.,correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra,DONE (OCR from card),a1ed_scatterplot.png
slope-in-context-algebra,Slope in Context,Algebra,,,Exponential Functions & Data,Exponential Functions & Data,NO,Slope in context is the real-world meaning of slope as a rate of change per one unit.,A slope of 3 means cost rises $3 per item.,A slope of -2 means the tank drops 2 gallons per hour.,"Read slope as ""how much y changes for each unit of x.""","Slope in context = the real-world ""per one"" rate.",correlation-algebra;correlation-vs-causation-algebra;exponential-decay-algebra;exponential-function-algebra,DONE (OCR from card),a1ed_slopeincontext.png
