CardID,Grade,CCSS,Domain,SkillName,Statement,Source,PairTitle,PairURL,MatchScore
100,8th Grade,8.SP.A.4,SP,Two-Way Tables,construct and interpret two-way tables to find patterns in categorical data,catalog,Two-Way Tables,https://www.teacherspayteachers.com/Product/Two-Way-Tables-Relative-Frequency-4-in-1-Skill-Sheet-8th-Grade-Math-16514419,1.0
101,6th Grade,6.G.A.4,G,Nets & Surface Area,use nets of three-dimensional figures to find surface area,catalog,Nets & Surface Area,https://www.teacherspayteachers.com/Product/Nets-Surface-Area-4-in-1-Skill-Sheet-for-6th-Grade-Math-CCSS-6GA4-16463490,1.0
102,7th Grade,7.G.B.6,G,Surface Area of 3D Figures,find the surface area of prisms and pyramids using nets and formulas,catalog,"Area, Volume, Surface Area (Composite)",https://www.teacherspayteachers.com/Product/Composite-Area-Volume-Surface-Area-4-in-1-Skill-Sheet-for-7th-Grade-Math-16464983,0.54
103,8th Grade,8.F.B.5+B.4,F,Estimating & Interpreting Functions,analyze a graph to describe and estimate how two quantities change together,catalog,Constructing Linear Functions from Points/Tables,https://www.teacherspayteachers.com/Product/Constructing-Linear-Functions-4-in-1-Skill-Sheet-for-8th-Grade-Math-8FB4-16514935,0.51
GF1,6th Grade,6.G.A.3,G,Polygons on the Coordinate Plane,draw polygons on the coordinate plane and use coordinates to find side lengths,gap-fill,Polygons on the Coordinate Plane,https://www.teacherspayteachers.com/Product/Polygons-on-the-Coordinate-Plane-4-in-1-Skill-Sheet-for-6th-Grade-Math-16462718,1.0
GF2,7th Grade,7.NS.A.3,NS,Real-World Rational Number Problems,solve real-world problems using the four operations with rational numbers,gap-fill,Real-World Rational Number Problems,https://www.teacherspayteachers.com/Product/Real-World-Rational-Number-Problems-4-in-1-Skill-Sheet-for-7th-Grade-Math-16464793,1.0
GF3,7th Grade,7.EE.B.3,EE,Multi-Step Problems with Rationals,solve multi-step problems with rationals in any form and check for reasonableness,gap-fill,Multi-Step Rational Problems,https://www.teacherspayteachers.com/Product/Multi-Step-Rational-Problems-4-in-1-Skill-Sheet-7th-Grade-Math-CCSS-7EEB3-16463833,0.62
ALG1,Algebra 1,N-RN.A.1+A.2,N,Rational Exponents & Radicals,rewrite radical expressions using rational exponents and the properties of exponents,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG2,Algebra 1,N-RN.B.3,N,Rational & Irrational Numbers,explain whether sums and products of rational and irrational numbers are rational,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG3,Algebra 1,N-Q.A.1+A.2+A.3,N,Units & Quantitative Reasoning,choose units and levels of accuracy that fit the problem I am modeling,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG4,Algebra 1,A-SSE.A.1,A,Interpreting Expressions,"interpret the parts of an expression, such as terms, factors, and coefficients",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG5,Algebra 1,A-SSE.A.2,A,Structure in Expressions,see structure in an expression and rewrite it to reveal something new,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG6,Algebra 1,A-SSE.B.3,A,Equivalent Forms of Quadratics,factor or complete the square to reveal the zeros or the vertex of a quadratic,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG7,Algebra 1,A-APR.A.1,A,Polynomial Operations,"add, subtract, and multiply polynomials",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG8,Algebra 1,A-APR.B.3,A,Zeros of Polynomials,find the zeros of a polynomial from its factors and use them to sketch a graph,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG9,Algebra 1,A-CED.A.1,A,Equations in One Variable,create equations and inequalities in one variable and use them to solve problems,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG10,Algebra 1,A-CED.A.2,A,Equations in Two Variables,create equations in two variables to represent relationships and graph them,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG11,Algebra 1,A-CED.A.3,A,Modeling with Constraints,"represent constraints with equations, inequalities, and systems",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG12,Algebra 1,A-CED.A.4,A,Rearranging Formulas,rearrange formulas to highlight a quantity of interest,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG13,Algebra 1,A-REI.A.1,A,Justifying Solution Steps,justify each step of solving an equation,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG14,Algebra 1,A-REI.B.3,A,Linear Equations & Inequalities,"solve linear equations and inequalities in one variable, including with letters",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG15,Algebra 1,A-REI.B.4,A,Solving Quadratic Equations,"solve quadratics by factoring, square roots, completing the square, and the formula",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG16,Algebra 1,A-REI.C.5+C.6,A,Systems of Equations,solve systems of linear equations exactly and approximately,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG17,Algebra 1,A-REI.D.11,A,Solving with Graphs,use graphs and tables to solve equations of the form f(x) = g(x),authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG18,Algebra 1,A-REI.D.12,A,Graphing Inequalities,graph the solutions of linear inequalities and systems as half-planes,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG19,Algebra 1,F-IF.A.1+A.2,F,Function Notation,explain that a function assigns exactly one output to each input and use f(x) notation,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG20,Algebra 1,F-IF.A.3,F,Sequences as Functions,recognize sequences as functions defined on the integers,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG21,Algebra 1,F-IF.B.4,F,Key Features of Graphs,"interpret key features of graphs and tables, such as intercepts and where it increases",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG22,Algebra 1,F-IF.B.5,F,Domain in Context,relate the domain of a function to its graph and to the situation it describes,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG23,Algebra 1,F-IF.B.6,F,Average Rate of Change,calculate and interpret the average rate of change of a function over an interval,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG24,Algebra 1,F-IF.C.7a,F,Graphing Linear & Quadratic,"graph linear and quadratic functions and show intercepts, maxima, and minima",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG25,Algebra 1,F-IF.C.7b,F,Graphing Other Functions,"graph square root, cube root, piecewise, step, and absolute value functions",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG26,Algebra 1,F-IF.C.9,F,Comparing Functions,compare two functions represented in different ways,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG27,Algebra 1,F-BF.A.1,F,Building Functions,write a function that describes a relationship between two quantities,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG28,Algebra 1,F-BF.B.3,F,Transforming Functions,"describe how changing a function shifts, stretches, or reflects its graph",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG29,Algebra 1,F-LE.A.1+A.2,F,Linear vs Exponential,decide whether a situation grows linearly or exponentially and build the function,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG30,Algebra 1,F-LE.B.5,F,Parameters in Context,interpret the parameters of a linear or exponential function in context,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG31,Algebra 1,S-ID.A.1,S,Representing Data,"represent data with dot plots, histograms, and box plots",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG32,Algebra 1,S-ID.A.2+A.3,S,Comparing Data Sets,"compare data sets using center, spread, and the effects of outliers",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG33,Algebra 1,S-ID.B.5,S,Two-Way Frequency Tables,summarize categorical data in two-way frequency tables and interpret the results,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG34,Algebra 1,S-ID.B.6,S,Fitting Functions to Data,fit a function to data and use it to make predictions,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG35,Algebra 1,S-ID.C.7,S,Interpreting Linear Models,interpret the slope and intercept of a linear model in context,authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
ALG36,Algebra 1,S-ID.C.8+C.9,S,Correlation vs Causation,"compute correlation, and explain why correlation does not mean causation",authored,Algebra 1 Bell Ringers Q1-Q4 (companion series),https://www.teacherspayteachers.com/Product/Algebra-1-Bell-Ringers-Q1-Daily-Warm-Ups-Spiral-Review-Answer-Deck-16513182,0
