slug,term,grade,primary_ccss,all_ccss,strand,all_strands,merged,definition,example_1,example_2,key_rule,memory_hook,related_terms,content_status,source_cards
population-parameter-grade-7,Population Parameter,7th,7.SP.A.2,7.SP.A.2,Statistics & Probability,Statistics & Probability,,"A number that describes a characteristic of the entire population. Usually unknown; estimated using sample statistics. Symbols: μ (mean), p (proportion), σ (standard deviation).",True mean height μ = 63.8 inches for all 500 students (usually unknown).,Sample mean x̄ = 64 in estimates the population mean μ.,We usually don't know the parameter — the population is too large to measure everyone.,"The true value for everyone, which we estimate from a sample.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_populationparameter
probability-grade-7,Probability,7th,7.SP.C.5,7.SP.C.5,Statistics & Probability,Statistics & Probability,,A number between 0 and 1 that measures how likely an event is to occur. P = favorable outcomes ÷ total equally likely outcomes.,P(rolling a 4 on a die) = 1/6 ≈ 0.167.,P = 0 means impossible; P = 1 means certain.,Probability is always between 0 and 1.,"How likely, on a scale from impossible to certain.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_probability
probability-model-grade-7,Probability Model,7th,7.SP.C.7,7.SP.C.7,Statistics & Probability,Statistics & Probability,,"A mathematical description that assigns a probability to each outcome in a sample space. Requirements: each probability is between 0 and 1, and all probabilities sum to 1.","A model assigning 0.50, 0.25, 0.125, 0.125 to four outcomes sums to exactly 1.",A probability model must account for every possible outcome.,All probabilities must be ≥ 0 and must sum to exactly 1.,"Every outcome gets a probability, and they all add to 1.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_probabilitymodel
random-sample-grade-7,Random Sample,7th,7.SP.A.1,7.SP.A.1,Statistics & Probability,Statistics & Probability,,"A sample in which each member of the population has an equal probability of being selected. Reduces bias. Methods include random number generators, lottery draws, and systematic sampling.","Assign each of 500 students a number, then draw 50 at random.",Non-random methods like asking only friends (convenience sample) are biased.,Random sampling reduces bias and makes the sample more representative.,Every member has the same chance of being picked.,center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_randomsample
relative-frequency-grade-7,Relative Frequency,7th,7.SP.C.6,7.SP.C.6,Statistics & Probability,Statistics & Probability,,"The ratio of the frequency of an outcome to the total number of observations. Expressed as a fraction, decimal, or percent. All relative frequencies sum to 1.",8 out of 30 outcomes: relative frequency = 8/30 ≈ 0.267 = 26.7%.,"Across all outcomes, the relative frequencies must add up to 100%.",Relative frequency tells you what fraction of the total each outcome represents.,What proportion of the total was this outcome?,center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_relativefrequency
representative-grade-7,Representative,7th,7.SP.A.1,7.SP.A.1,Statistics & Probability,Statistics & Probability,,A sample in which the proportions of key subgroups match those of the population. Results from a representative sample can be used to make valid inferences about the population.,"A population that is 40% Hispanic, 30% White, 20% Black, 10% Asian, sampled proportionally.","Surveying only honors classes (70% White, 20% Asian) is NOT representative.",A non-representative sample produces biased results.,The sample mirrors the population's makeup.,center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_representative
sample-grade-7,Sample,7th,7.SP.A.1,7.SP.A.1,Statistics & Probability,Statistics & Probability,,A subset of the population selected for study. Used to make inferences about the population when studying everyone is impractical. Quality depends on size and selection method.,600 students total; a sample of 60 students is 10% of the population.,45 of 60 sampled (75%) prefer lunch period A → estimate 75% of 600 = 450 students overall.,A good sample is random and representative of the population.,A smaller group standing in for the whole.,center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_sample
sample-space-grade-7,Sample Space,7th,7.SP.C.7,7.SP.C.7,Statistics & Probability,Statistics & Probability,,The set of all possible outcomes of a probability experiment. Written as S = {}. Each element is one possible outcome.,Flip a coin and roll a die: 2 × 6 = 12 total outcomes in the sample space.,"Rolling a single die: S = {1, 2, 3, 4, 5, 6}.","The sample space must include every possible outcome — nothing missing, nothing added.",Every single thing that could possibly happen.,center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_samplespace
sample-statistic-grade-7,Sample Statistic,7th,7.SP.A.2,7.SP.A.2,Statistics & Probability,Statistics & Probability,,"A numerical value calculated from sample data, used to estimate the corresponding population parameter. Common statistics: x̄ (sample mean) and p̂ (sample proportion). Changes from sample to sample.","Sample of 30 students: sample mean x̄ = 1,920 ÷ 30 = 64 inches.","Use x̄ to estimate μ, and p̂ to estimate p.",A sample statistic is what we calculate; a population parameter is what we estimate.,"Calculated from the sample, used to guess the population.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_samplestatistic
theoretical-probability-grade-7,Theoretical Probability,7th,7.SP.C.6,7.SP.C.6,Statistics & Probability,Statistics & Probability,,"Calculated using the ratio of favorable outcomes to total equally likely outcomes. Predicts what should happen based on mathematical reasoning, without running an experiment.",A bag with 4 blue and 6 red marbles: P(blue) = 4/10 = 40%.,"With more trials, experimental results approach the theoretical probability.",Theoretical probability assumes outcomes are equally likely.,"What should happen, based on the math alone.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_theoreticalprobability
tree-diagram-grade-7,Tree Diagram,7th,7.SP.C.8,7.SP.C.8,Statistics & Probability,Statistics & Probability,,A diagram showing all possible outcomes of a multi-step probability experiment using branches. The total outcomes equal the product of the choices at each step.,"Flipping a coin twice: 2 × 2 = 4 outcomes (HH, HT, TH, TT).",Flip a coin then roll a die: 2 × 6 = 12 total outcomes.,Multiply the branches at each level to find the total number of outcomes.,"Branch out each step, then count the paths.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_treediagram
uniform-probability-model-grade-7,Uniform Probability Model,7th,7.SP.C.7,7.SP.C.7,Statistics & Probability,Statistics & Probability,,"A probability model in which all outcomes have the same probability. P(each outcome) = 1/n, where n is the number of outcomes.","A fair die: P(1) = P(2) = ... = P(6) = 1/6, summing to 1.",A fair coin and an equal spinner (4 equal sections) are also uniform.,Every outcome getting the same probability is what makes it uniform.,"Every outcome, exactly the same odds.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_uniformprobabilitymodel
variability-grade-7,Variability,7th,7.SP.A.2,7.SP.A.2,Statistics & Probability,Statistics & Probability,,"A measure of how much data values differ from each other. High variability means data is spread out; low variability means data is clustered. Measured by range, MAD, or IQR.","Set A {5,6,6,7,7,7,8,8,9}: range 4, MAD ≈ 0.9 — low variability, tightly clustered.","Set B {0,0,0,0,7,10,14,14,18}: same mean 7, but range 18, MAD ≈ 6.2 — high variability.",Same mean can hide very different spreads — always check variability too.,"How spread out, not just where the center is.",center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_variability
visual-overlap-grade-7,Visual Overlap,7th,7.SP.B.3,7.SP.B.3,Statistics & Probability,Statistics & Probability,,The region of the number line where two data distributions share values. Helps assess whether two groups are truly different. Less overlap indicates a more significant difference.,Class A (mean 76) and Class B (mean 68) overlap in the 70-78 range.,High overlap means the distributions are similar; low overlap means one group typically scored higher.,"When overlap is small relative to the spread, the difference between groups is meaningful.",Where the two groups' data ranges actually overlap.,center-grade-7; certain-event-grade-7; compound-event-grade-7; dependent-events-grade-7,DONE (OCR from card),sp7_visualoverlap
circumference-grade-7,Circumference,7th,7.G.B.4,7.G.B.4,Geometry,Geometry,,"The distance around a circle. C = πd = 2πr. Measured in linear units (cm, m, in).",Using radius: C = 2π(7) ≈ 43.96 cm.,"Using diameter: d = 10 m, C = 3.14 × 10 = 31.4 m.",Use C = πd when you know the diameter; use C = 2πr when you know the radius.,"Circumference is the circle's perimeter, straightened out.",complementary-grade-7; composite-figure-grade-7; cross-section-grade-7; decompose-grade-7,DONE (OCR from card),g7_circumference
complementary-grade-7,Complementary,7th,7.G.B.5,7.G.B.5,Geometry,Geometry,,Two angles whose measures sum to 90°. Each angle is the complement of the other.,55° and 35° sum to 90° — complementary.,Complement of 30° = 90° - 30° = 60°.,Complementary angles don't have to be adjacent — they just need to sum to 90°.,"Two angles, add to a right angle.",circumference-grade-7; composite-figure-grade-7; cross-section-grade-7; decompose-grade-7,DONE (OCR from card),g7_complementary
composite-figure-grade-7,Composite Figure,7th,7.G.B.6,7.G.B.6,Geometry,Geometry,,A shape made up of two or more basic geometric shapes. Find the total area by decomposing (breaking apart) and adding the areas of the individual shapes.,"Two rectangles, 5m×6m=30m² and 3m×4m=12m², total 42m².","Subtract method: full rectangle 8×6=48, minus missing 3×2=6, gives 42m² — same answer.","Decompose the figure, find each area separately, then add them together.",Break the shape into pieces you already know how to measure.,circumference-grade-7; complementary-grade-7; cross-section-grade-7; decompose-grade-7,DONE (OCR from card),g7_compositefigure
cross-section-grade-7,Cross-Section,7th,7.G.A.3,7.G.A.3,Geometry,Geometry,,The two-dimensional shape formed when a flat plane intersects a three-dimensional solid. The shape depends on the solid and the angle of the cut.,A rectangular prism sliced parallel to its base gives a rectangle.,A cone or sphere sliced through the center gives a circle.,Slicing at an angle can produce a different shape than slicing straight across.,Slice the solid — what shape do you see?,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; decompose-grade-7,DONE (OCR from card),g7_crosssection
decompose-grade-7,Decompose,7th,7.G.B.6,7.G.B.6,Geometry,Geometry,,To break a complex geometric figure into two or more simpler shapes. Used to find area of composite figures by adding (or subtracting) the areas of the simpler parts.,Split a figure into two rectangles: 32m² + 15m² = 47m².,Or use large rectangle minus missing piece for the same total.,There is more than one way to decompose — choose the easiest for the figure.,Cut it into shapes you can measure.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_decompose
degenerate-triangle-grade-7,Degenerate Triangle,7th,7.G.A.2,7.G.A.2,Geometry,Geometry,,Occurs when the sum of two sides equals the third side (a + b = c). The three points are collinear — the triangle collapses to a straight line with zero area.,"Sides 3, 4, 7: 3 + 4 = 7 — fails, collapses to a flat line.","For a valid triangle, a + b must be strictly greater than c, not equal.",Equal or less than the third side means degenerate or impossible.,"Add up exactly right, and the triangle goes flat.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_degeneratetriangle
diameter-grade-7,Diameter,7th,7.G.B.4,7.G.B.4,Geometry,Geometry,,"A chord that passes through the center of a circle, connecting two points on the circle. The diameter is the longest distance across the circle. d = 2r.","If r = 5cm, then d = 2(5) = 10cm.",C = πd = 3.14 × 10 = 31.4 cm.,Diameter goes edge to edge through the center; radius goes center to edge.,"Diameter is twice the radius, straight across.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_diameterd
linear-pair-grade-7,Linear Pair,7th,7.G.B.5,7.G.B.5,Geometry,Geometry,,Two adjacent angles formed when a ray stands on a line. They share a vertex and a side and together form a straight angle (180°). Linear pairs are always supplementary.,"If ∠1 = 120°, then ∠2 = 180° - 120° = 60°.",120° + 60° = 180° confirms the linear pair.,"Linear pairs are adjacent and always supplementary, summing to 180°.","Two angles side by side, making a straight line.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_linearpair
pi-grade-7,Pi,7th,7.G.B.4,7.G.B.4,Geometry,Geometry,,The ratio of a circle's circumference to its diameter. π ≈ 3.14. It is an irrational number — it never terminates or repeats. Used in circle formulas.,"π is the same for every circle, no matter the size.","π ≈ 3.14 for calculations, or 22/7 as a fraction approximation.",π cannot be written as an exact fraction or decimal — we always use an approximation.,"Same ratio, every circle, forever.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_pi
plane-grade-7,Plane,7th,7.G.A.3,7.G.A.3,Geometry,Geometry,,"A flat, two-dimensional surface that extends infinitely in all directions. Defined by any three non-collinear points. Planes have no thickness.","A table surface or calm lake approximates a plane, but has edges and imperfections.",A plane is a mathematical abstraction — it doesn't actually exist in the physical world.,"A plane is flat, infinite, two-dimensional, and defined by three non-collinear points.",Flat and infinite in every direction.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_plane
prism-grade-7,Prism,7th,7.G.A.3,7.G.A.3,Geometry,Geometry,,"A three-dimensional solid with two identical, parallel polygonal bases connected by rectangular lateral faces. Named by the shape of the base.",A rectangular prism has 2 bases + 4 lateral faces = 6 faces total.,A triangular prism has triangular bases; a hexagonal prism has hexagonal bases.,Name a prism by the shape of its base.,"Two matching ends, rectangles connecting them.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_prism
proportional-grade-7,Proportional,7th,7.G.A.1,7.G.A.1,Geometry,Geometry,,Two figures are proportional if all pairs of corresponding sides have the same ratio (scale factor). Proportional figures have the same shape but different sizes.,"Sides 6/3, 8/4 both equal 2 — proportional, scale factor 2.","Sides 3,4,5 vs 6,7,10 give ratios 2, 1.75, 2 — not equal, NOT proportional.",All corresponding sides must be in the same ratio AND corresponding angles equal.,"Same shape, same ratio, different size.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_proportional
pyramid-grade-7,Pyramid,7th,7.G.A.3,7.G.A.3,Geometry,Geometry,,A 3D solid with one polygonal base and triangular lateral faces that meet at a single point called the apex. Named by the shape of the base.,"A square pyramid has 1 square base + 4 triangular faces = 5 faces, 5 vertices, 8 edges.","A triangular pyramid (tetrahedron) has 4 triangular faces, 4 vertices, 6 edges.",Prism has 2 bases and no apex; pyramid has 1 base and 1 apex.,"One base, triangles meeting at a point.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_pyramid
radius-grade-7,Radius,7th,7.G.B.4,7.G.B.4,Geometry,Geometry,,The distance from the center of a circle to any point on the circle. All radii of a circle are equal. r = d/2. Used in circumference (C = 2πr) and area (A = πr²).,"If r = 5cm, C = 2π(5) = 31.4 cm.",A = π(5)² = 25π ≈ 78.5 cm².,The radius is half the diameter — most circle formulas use r.,Center to edge — that's the radius.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_radiusr
range-of-the-third-side-grade-7,Range of the Third Side,7th,7.G.A.2,7.G.A.2,Geometry,Geometry,,"Given two sides a and b, the third side c must satisfy |a - b| < c < a + b. This range ensures the Triangle Inequality is satisfied.","Sides a=5, b=9: lower bound |5-9|=4, upper bound 5+9=14, so 4 < c < 14.",c cannot equal 4 or 14 (open circles) — those are degenerate or impossible.,"The third side must be strictly between |a-b| and a+b, not equal to either.",Third side has to fit between a gap and a sum.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_rangeofthethirdside
scale-grade-7,Scale,7th,7.G.A.1,7.G.A.1,Geometry,Geometry,,"A ratio comparing the dimensions of a drawing to the actual dimensions of the object. Used in maps, blueprints, and models. Written as 1:n or '1 unit = n units.'",Map scale 1 cm = 5 miles: 3 cm on the map = 15 miles in reality.,Blueprint scale 1 inch = 8 feet: 4 inches on paper = 32 feet in the actual room.,Map distance × scale = actual distance.,One unit on paper stands for many units in real life.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_scale
scale-drawing-grade-7,Scale Drawing,7th,7.G.A.1,7.G.A.1,Geometry,Geometry,,"A proportional drawing of an object, where all dimensions are reduced or enlarged by the same scale factor. Used in architecture, maps, and engineering.",Drawing 6cm × 4cm at scale 1cm=2m gives actual room 12m × 8m.,"Actual size = drawing size × scale factor, or drawing size = actual size ÷ scale factor.",Every dimension in the drawing scales by the same factor.,"A shrunk or stretched copy, every part scaled the same.",circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_scaledrawing
scale-factor-grade-7,Scale Factor,7th,7.G.A.1,7.G.A.1,Geometry,Geometry,,The ratio of corresponding dimensions of two similar figures. Multiply original dimensions by the scale factor to find the new dimensions.,New 12cm ÷ original 4cm = scale factor 3 (enlargement).,Scale factor 1/2 means the new figure is half the original size — a reduction.,Scale factor greater than 1 is enlargement; less than 1 is reduction.,Multiply by the scale factor to resize.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_scalefactor
supplementary-grade-7,Supplementary,7th,7.G.B.5,7.G.B.5,Geometry,Geometry,,Two angles whose measures sum to 180°. Each is the supplement of the other. Can be adjacent or non-adjacent.,50° and 130° sum to 180° — supplementary.,Supplement of 65° = 180° - 65° = 115°.,Complementary sums to 90° (corner); supplementary sums to 180° (straight line).,Two angles making a straight line.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_supplementary
surface-area-grade-7,Surface Area,7th,7.G.B.6,7.G.B.6,Geometry,Geometry,,The total area of all faces (surfaces) of a three-dimensional solid. For a rectangular prism: SA = 2lw + 2lh + 2wh. Measured in square units.,"A box with faces 15, 20, and 12 cm² (each pair) gives SA = 2(15)+2(20)+2(12) = 94 cm².",Draw the net to visualize all faces before calculating.,Surface area is measured in square units — it's like wrapping paper for the solid.,Add up the area of every face.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_surfacearea
triangle-inequality-theorem-grade-7,Triangle Inequality Theorem,7th,7.G.A.2,7.G.A.2,Geometry,Geometry,,"The sum of the lengths of any two sides of a triangle must be greater than the length of the third side. If this fails, no triangle can be formed.","Sides 5,7,9: 5+7=12>9, 7+9=16>5, 5+9=14>7 — valid triangle.","Sides 2,3,8: 2+3=5 < 8 — fails, not a valid triangle.",Check the sum of the two smaller sides against the largest side — that's the critical test.,Two sides together must beat the third.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_triangleinequalitytheorem
valid-triangle-grade-7,Valid Triangle,7th,7.G.A.2,7.G.A.2,Geometry,Geometry,,A triangle whose side lengths satisfy the Triangle Inequality Theorem (the sum of any two sides exceeds the third). All three checks must pass.,"Sides 5, 8, 10: 5+8=13>10, 5+10=15>8, 8+10=18>5 — all pass, valid triangle.","Sides 4, 6, 7: check smallest pair 4+6=10>7 — valid.","If the shortest two sides sum to more than the longest side, it's valid — only need to check once.",Smallest two sides beat the biggest one? Valid.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_validtriangle
vertical-angles-grade-7,Vertical Angles,7th,7.G.B.5,7.G.B.5,Geometry,Geometry,,The pair of non-adjacent angles formed when two lines intersect. Vertical angles are always congruent (equal in measure).,"If ∠1 = 65°, then ∠3 (its vertical angle) = 65° too.",∠2 = 180° - 65° = 115° (linear pair with ∠1).,Vertical angles are formed across from each other at an intersection and are always equal.,Angles across the X from each other match.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_verticalangles
volume-grade-7,Volume,7th,7.G.B.6,7.G.B.6,Geometry,Geometry,,"The measure of space inside a 3D solid. For a rectangular prism: V = l × w × h = B × h. Measured in cubic units (cm³, m³, in³, ft³).",V = 5 × 4 × 3 = 60 m³.,"Count unit cubes: 5 × 4 × 3 = 60 cubes, each 1 m³.",Volume is 3D and cubic; surface area is 2D and square — like the difference between wrapping paper and what fits inside.,How much space is packed inside.,circumference-grade-7; complementary-grade-7; composite-figure-grade-7; cross-section-grade-7,DONE (OCR from card),g7_volume
closed-circle-grade-7,Closed Circle,7th,7.EE.B.4b,7.EE.B.4b,Expressions & Equations,Expressions & Equations,,Placed at the boundary value of an inequality that uses ≤ or ≥. The boundary point IS included in the solution set.,x ≥ 4 — the boundary 4 IS included.,x ≤ -1 — the boundary -1 IS included.,See an equals bar in the inequality sign? Yes means closed circle.,Closed circle = the boundary counts.,coefficient-grade-7; constant-grade-7; distributive-property-grade-7; equivalent-expressions-grade-7,DONE (OCR from card),ee7_closedcircle
coefficient-grade-7,Coefficient,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,The numerical factor in a term that is multiplied by the variable(s).,"In 7x, the coefficient is 7.","In x, the coefficient is 1 (understood); in -x, the coefficient is -1.",Coefficient tells you how many of that variable term you have.,7x means 7 of the x's.,closed-circle-grade-7; constant-grade-7; distributive-property-grade-7; equivalent-expressions-grade-7,DONE (OCR from card),ee7_coefficient
constant-grade-7,Constant,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,"A term in an expression that contains only a number, no variable. Its value stays the same regardless of the variable's value.","In 2x + 5, the constant is 5.","In -3x² + 7x - 4, the constant is -4.","Constants include negative numbers too — in 3x - 8, the constant is -8, not 8.","No variable attached, value never changes.",closed-circle-grade-7; coefficient-grade-7; distributive-property-grade-7; equivalent-expressions-grade-7,DONE (OCR from card),ee7_constant
distributive-property-grade-7,Distributive Property,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,a(b + c) = ab + ac. Multiply the factor outside the parentheses by each term inside. Works with addition and subtraction.,3(x + 5) = 3·x + 3·5 = 3x + 15.,-2(4x - 3) = -2(4x) + (-2)(-3) = -8x + 6.,Also works in reverse — that is called factoring.,Hand out the outside number to everyone inside.,closed-circle-grade-7; coefficient-grade-7; constant-grade-7; equivalent-expressions-grade-7,DONE (OCR from card),ee7_distributiveproperty
equivalent-expressions-grade-7,Equivalent Expressions,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,Algebraic expressions that have the same value for all values of the variable. Created by applying properties like the distributive property or combining like terms.,2(x + 3) and 2x + 6 both equal 14 when x = 4.,3x + 2x and 5x both equal 15 when x = 3.,Test any value of x — equivalent expressions always give the same result.,"Different look, same value, every time.",closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_equivalentexpressions
estimation-grade-7,Estimation,7th,7.EE.B.3,7.EE.B.3,Expressions & Equations,Expressions & Equations,,Finding an approximate answer by rounding or simplifying numbers. Use ≈ (approximately equal to). Helps check if an exact answer is reasonable.,"48 × 19 ≈ 50 × 20 = 1,000; exact answer 912 is close.",362 + 489 ≈ 300 + 400 = 700 (front-end estimation).,A good estimate is close to the exact answer but simpler to calculate.,"Round first, then sanity-check the exact answer.",closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_estimation
greatest-common-factor-grade-7,Greatest Common Factor,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,The largest factor shared by two or more numbers or terms. Used to simplify fractions and factor algebraic expressions.,"GCF of 12 and 18 is 6 (common factors: 1, 2, 3, 6).","GCF of 4x and 6x² is 2x, so 4x + 6x² = 2x(2 + 3x).",GCF is used to factor expressions — pull it out.,The biggest number that divides them all.,closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_greatestcommonfactor
inverse-operations-grade-7,Inverse Operations,7th,7.EE.B.4a,7.EE.B.4a,Expressions & Equations,Expressions & Equations,,Pairs of operations that undo each other. Addition and subtraction are inverses; multiplication and division are inverses. Used to isolate the variable.,x + 5 = 9 → subtract 5 from both sides → x = 4.,3x = 21 → divide both sides by 3 → x = 7.,Use inverse operations to isolate the variable when solving equations.,"Whatever was done, undo it.",closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_inverseoperations
like-terms-grade-7,Like Terms,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,Terms with identical variable parts (same variables raised to the same powers). Only like terms can be combined by adding or subtracting their coefficients.,"3x + 5x + 4x = 12x (all same variable, same exponent).","3x² and 7x² are like terms, but 3x and 3x² are NOT (different exponents).",You can only combine like terms — different variables or exponents cannot combine.,"Same variable, same power, then combine.",closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_liketerms
multi-step-problem-grade-7,Multi-Step Problem,7th,7.EE.B.3,7.EE.B.3,Expressions & Equations,Expressions & Equations,,"A problem requiring two or more different mathematical operations to solve. Plan the steps, then execute them in order.","A $25 shirt at 20% off, then 8% tax: discount $5, sale price $20, tax $1.60, final $21.60.","Each step builds on the previous — show all steps, don't jump to the answer.",Plan your steps before calculating — identify what you know and what you need.,"Break it into steps, then work each one.",closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_multistepproblem
open-circle-grade-7,Open Circle,7th,7.EE.B.4b,7.EE.B.4b,Expressions & Equations,Expressions & Equations,,Placed at the boundary value of an inequality that uses < or >. The boundary point is NOT included in the solution set.,x > 4 — 4 is the boundary but solutions start just above it.,x < -1 — -1 is NOT included.,Does the inequality have an equals bar? No means open circle.,Open circle = the boundary doesn't count.,closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_opencircle
order-of-operations-grade-7,Order of Operations,7th,7.EE.B.3,7.EE.B.3,Expressions & Equations,Expressions & Equations,,"The rules specifying which operations to perform first: Parentheses, Exponents, Multiplication/Division (left to right), Addition/Subtraction (left to right).","2 + 3 × (8 - 5)² : parentheses first (8-5=3), then exponent (3²=9), then multiply (3×9=27), then add (2+27=29).","PEMDAS gives the order: P, E, M/D, A/S.","Do the operations in order, top to bottom — parentheses, exponents, multiply/divide, add/subtract.","PEMDAS, always in that order.",closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_orderofoperations
solution-grade-7,Solution,7th,7.EE.B.4a,7.EE.B.4a,Expressions & Equations,Expressions & Equations,,"The value of the variable that makes an equation true. Check by substituting the value back into the original equation — if both sides are equal, it is the solution.","For 3x - 1 = 8: x = 3 gives 3(3) - 1 = 8, true — x = 3 is the solution.","x = 2 gives 3(2) - 1 = 5, not 8 — x = 2 is NOT a solution.",A linear equation in one variable has exactly one solution (unless it has no solution or infinitely many).,Substitute back in — does it balance?,closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_solution
solution-set-grade-7,Solution Set,7th,7.EE.B.4b,7.EE.B.4b,Expressions & Equations,Expressions & Equations,,The set of all values that satisfy an inequality. Shown on a number line with a circle (open or closed) at the boundary and shading in the direction of solutions.,"x > 3 has infinitely many solutions: 3.1, 3.5, 4, 10, 100...",An equation like 2x = 6 has one solution (x=3); the inequality 2x > 6 has infinite solutions (x>3).,Use a number line to show the solution set of an inequality.,Not one answer — a whole range of them.,closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_solutionset
term-grade-7,Term,7th,7.EE.A.1,7.EE.A.1,Expressions & Equations,Expressions & Equations,,"A single number, variable, or product of numbers and variables in an expression. Terms are separated by addition and subtraction signs.",5x² - 3x + 7 has 3 terms — a trinomial.,"In 5x², the coefficient is 5, the variable is x, and the exponent is 2.",Count the + and - signs separating terms; that number plus 1 equals the number of terms.,Terms split apart at + and - signs.,closed-circle-grade-7; coefficient-grade-7; constant-grade-7; distributive-property-grade-7,DONE (OCR from card),ee7_term
